title,qualifies_wg,disqualification_reason,wg_needs_to_read,relevant_references,notes,author,publication,doi,year,search_venue,institution_lead_author,country_of_study,spatial_scale,time_range,bio_recs_data_analyzed,methods_development,methods_analysis,individual_sp_analysis,community_analysis,compiled_individual_sp_analysis,alien_sp_focus,distribution_change_based_on_specimen_reexamination,testing_spat_bias_correction,(testing other data quality correction),sp_richness,diversity,distribution,phenology,testing_macro_theory,order,taxon,entire_taxon_group,subset_justified,spatial_bias_addressed,spat_bias_correction_method,observer_variability_addressed,data_source,data_tp_what_where_when,data_tp_detection_non_detection,data_tp_known_effort,data_tp_semi_structured,data_tp_museum,data_tp_photo,data_tp_audio,data_tp_video,results_tp_hypothesis_testing,results_tp_prediction,results_tp_descriptive,(prediction performance meausure),(analysis method),multiple_datasets_integrated_for_analysis,(predictor variables),(summary stats),sample_size,voucher_necessary_for_analysis,volume,issue
The effect of the use of discretion on occupational therapists' professional identity,FALSE,medicine,NA,NA,NA,"Grant, Aimee",BRITISH JOURNAL OF OCCUPATIONAL THERAPY,10.4276/030802213X13782044946300,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,9
"Clestobothrium neglectum (Lonnberg, 1893) n. comb. (Cestoda : Bothriocephalidae) from the tadpole fish Raniceps raninus (L.) (Gadidae) from Sweden",FALSE,taxonomy.  Wrong geographic location.,NA,NA,NA,"Dronen, NO; Blend, CK",SYSTEMATIC PARASITOLOGY,10.1023/B:SYPA.0000003805.07946.cd,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,3
The impact of changing habitat availability on population trends of woodland birds associated with early successional plantation woodland,TRUE,NA,NA,NA,pdf saves,"Burgess, Malcolm D.; Bellamy, Paul E.; Gillings, Simon; Noble, David G.; Grice, Philip V.; Conway, Greg J.",BIRD STUDY,10.1080/00063657.2014.998622,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1
NrITS sequences and morphology indicate a synonymy of the Patagonian Plagiochila rufescens Steph. and the Central American Plagiochila bicuspidata Gottsche,FALSE,wrong geographic area,NA,NA,NA,"Groth, H; Hartmann, FA; Wilson, R; Heinrichs, J",CRYPTOGAMIE BRYOLOGIE,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
The solar eclipse: a natural meteorological experiment,FALSE,meteorology,NA,NA,NA,"Harrison, R. Giles; Hanna, Edward",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,10.1098/rsta.2015.0225,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,2077
"Taxonomic revision of Joyeuxilepis Spassky, 1947 (Cestoda : Amabiliidae): redescriptions of J-biuncinata (Joyeux & Baer, 1943), J-decacantha (Fuhrmann, 1913) and J-pilatus Borgarenko & Gulyaev, 1991",TRUE,NA,NA,NA,Barely.  First England record based on reexemaniation of museum specimen.,"Vasileva, GP; Gibson, DI; Bray, RA",SYSTEMATIC PARASITOLOGY,10.1023/A:1025539521175,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1
Study of the ionospheric variability within the Euro-Asian sector during the SUNDIAL/ATLAS 1 mission,FALSE,Geology,NA,NA,NA,"Pulinets, SA; Yudakhin, KF; Evans, D; Lester, M",JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,10.1029/96JA02411,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,A12
To share or not to share: Drivers and barriers for sharing data via online amateur weather networks,FALSE,Weather,NA,NA,NA,"Gharesifard, Mohammad; Wehn, Uta",JOURNAL OF HYDROLOGY,10.1016/j.jhydrol.2016.01.036,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,NA
Colour map classification for archive documents,FALSE,only uses the color of text on museum specimen cards.  Not using the bio recs data at all.,NA,NA,NA,"He, J; Downton, AC",LECTURE NOTES IN COMPUTER SCIENCE,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3163,NA
Testing the validity of a commonly-used habitat suitability index at the edge of a species' range: great crested newt Triturus cristatus in Scotland,FALSE,text not easily available.  Don’t know if data are bio recs.,NA,NA,NA,"O'Brien, David; Hall, Jeanette; Miro, Alexandre; Wilkinson, John",AMPHIBIA-REPTILIA,10.1163/15685381-00003108,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3
Incidence of IDDM in children in urban population in southern India,FALSE,epidemiology,NA,NA,NA,"Ramachandran, A; Snehalatha, C; Krishnaswamy, CV",DIABETES RESEARCH AND CLINICAL PRACTICE,10.1016/S0168-8227(96)01338-1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2
Harmonising Marine Information Exchange in Ireland,FALSE,not biology.,NA,NA,NA,"O'Dea, Elizabeth; Dwyer, Edward; Cummins, Valerie; Gimenez, Didac Perales I.; Dunne, Declan",Coastal Systems and Continental Margins,10.1007/978-1-4020-9720-1_4,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
Coccidian oocysts as type-specimens: long-term storage in aqueous potassium dichromate solution preserves DNA,FALSE,not bio recs data.  Museum specimens used for genetics and taxonomy.,NA,NA,NA,"Williams, R. B.; Thebo, P.; Marshall, R. N.; Marshall, J. A.",SYSTEMATIC PARASITOLOGY,10.1007/s11230-010-9234-2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1
"Fossil care and fossil studies: Andy Currant, former curator of the fossil mammals collections at the Natural History Museum, London",FALSE,biography,NA,NA,NA,"Stringer, Chris; Delbarre, Gabrielle; Hooker, Jerry; Kruszynski, Robert",GEOLOGICAL JOURNAL,10.1002/gj.2645,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3
"Paleocene flora from Seymour Island, Antarctica: revision of Dusen's (1908) pteridophyte and conifer taxa",FALSE,wrong geographic area.  Antarctica. Fossil only.,NA,NA,NA,"Cantrill, David J.; Tosolini, Anne-Marie P.; Francis, Jane E.",ALCHERINGA,10.1080/03115518.2011.565214,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2
"Lichens and bryophytes of the alpine and subalpine zones on Katahdin, Maine, II: Lichens",FALSE,wrong geographic area.  USA.,NA,NA,NA,"Hinds, James W.; Fryday, Alan M.; Dibble, Alison C.",BRYOLOGIST,10.1639/0007-2745-112.4.673,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,4
Is the length of the sternum reliable for estimating adult stature? A pilot study using fresh sterna and a test of two methods using dry sterna,FALSE,medicine,NA,NA,NA,"Marinho, Luisa; Almeida, Dina; Santos, Agostinho; Cardoso, Hugo F. V.",FORENSIC SCIENCE INTERNATIONAL,10.1016/j.forsciint.2012.02.012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,1-3
Numbers of wintering waterbirds in the Czech Republic: long-term and spatial-scale approaches to assess population size,FALSE,wrong geographic area.  Czech Republic.,NA,NA,NA,"Musilova, Zuzana; Musil, Petr; Zouhar, Jan; Bejcek, Vladimir; Stastny, Karel; Hudec, Karel",BIRD STUDY,10.1080/00063657.2014.919573,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,3
"Physical environmental modeling, visualization and query for supporting landscape planning decisions",FALSE,not biology.,NA,NA,NA,"Bryan, BA",LANDSCAPE AND URBAN PLANNING,10.1016/S0169-2046(03)00059-8,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,4
A review of atlas-based segmentation for magnetic resonance brain images,FALSE,medicine,NA,NA,NA,"Cabezas, Mariano; Oliver, Arnau; Llado, Xavier; Freixenet, Jordi; Cuadra, Meritxell Bach",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.2011.07.015,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3
Vaccines and the changing epidemiology of autism,FALSE,epidemiology,NA,NA,NA,"Taylor, B.",CHILD CARE HEALTH AND DEVELOPMENT,10.1111/j.1365-2214.2006.00655.x,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5
Obesity Atlas and Methodbox: Towards an Open Framework for Sharing Public Health Intelligence Workflows,FALSE,epidemiology,NA,NA,NA,"Thew, Sarah; Jarvis, Paul; Ainsworth, John; Buchan, Iain",Studies in Health Technology and Informatics,10.3233/978-1-60750-588-4-496,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA
"Carbonate depositional environments, sequence stratigraphy and exceptional skeletal preservation in the Much Wenlock Limestone Formation (Silurian) of Dudley, England",FALSE,fossil only,NA,NA,NA,"Ray, David C.; Thomas, Alan T.",PALAEONTOLOGY,10.1111/j.1475-4983.2006.00607.x,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
Atlas of geothermal resources in Europe,FALSE,geology,NA,NA,NA,"Hurter, S; Schellschmidt, R",GEOTHERMICS,10.1016/S0375-6505(03)00070-1,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4-6
Estimated portion sizes in a school-aged population,FALSE,medicine,NA,NA,NA,"Patel, Sumaiya; Vyas, Avni; Custovic, Adnan; Murray, Clare S.",PUBLIC HEALTH NUTRITION,10.1017/S1368980012001140,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12
A framework for addressing ethical issues in citizen science,FALSE,doesn’t use bio recs data,TRUE,NA,NA,"Resnik, David B.; Elliott, Kevin C.; Miller, Aubrey K.",ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2015.05.008,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA
Maximum extent of ice sheets in Morocco during the Late Ordovician glaciation,FALSE,geology,NA,NA,NA,"Le Heron, Daniel Paul; Ghienne, Jean-Francois; El Houicha, Mohamed; Khoukhi, Yahya; Rubino, Jean-Loup",PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,10.1016/j.palaeo.2006.02.031,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1-2
"A detailed morphological study of the type species of Osmundea (Rhodomelaceae, Rhodophyta)",FALSE,taxonomy,NA,NA,NA,"Nam, KW; Choi, HG",BOTANICA MARINA,10.1515/BOT.2000.031,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3
Railways as a potential bird census tool in citizen-science projects: a preliminary study,FALSE,wrong geographic area.  Spain.,NA,NA,NA,"Murgui, Enrique",BIRD STUDY,10.1080/00063657.2017.1400518,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,4
"Ichthyosaurs from the Jurassic of Skye, Scotland",FALSE,fossil only,NA,NA,NA,"Brusatte, Stephen L.; Young, Mark T.; Challands, Thomas J.; Clark, Neil D. L.; Fischer, Valentin; Fraser, Nicholas C.; Liston, Jeff J.; MacFadyen, Colin C. J.; Ross, Dugald A.; Walsh, Stig; Wilkinson, Mark",SCOTTISH JOURNAL OF GEOLOGY,10.1144/sjg2014-018,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"Citizen science in action-Evidence for long-term, region-wide House Sparrow declines in Flanders, Belgium",FALSE,wrong geographic area.  Belgium.,NA,NA,NA,"De Coster, Greet; De Laet, Jenny; Vangestel, Carl; Adriaensen, Frank; Lens, Luc",LANDSCAPE AND URBAN PLANNING,10.1016/j.landurbplan.2014.10.020,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA
"Relationships between patterns of habitat cover and the historical distribution of the Marsh Tit, Willow Tit and Lesser Spotted Woodpecker in Britain",TRUE,NA,NA,NA,NA,"Broughton, Richard K.; Hill, Ross A.; Hinsley, Shelley A.",ECOLOGICAL INFORMATICS,10.1016/j.ecoinf.2012.11.012,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
A review of citizen science and community-based environmental monitoring: issues and opportunities,FALSE,review,TRUE,NA,NA,"Conrad, Cathy C.; Hilchey, Krista G.",ENVIRONMENTAL MONITORING AND ASSESSMENT,10.1007/s10661-010-1582-5,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,1-4
Using citizen science to investigate the role of productivity in House Sparrow Passer domesticus population trends,TRUE,NA,NA,NA,note GBW is weekly max counts.  This is kinda not really bio recs data but kinda is because often dates are binned in other datasets also.,"Morrison, Catriona A.; Robinson, Robert A.; Leech, Dave I.; Dadam, Daria; Toms, Mike P.",BIRD STUDY,10.1080/00063657.2013.874975,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1
YEAR-LONG MEASUREMENTS OF FLOW-THROUGH THE DOVER STRAIT BY HF RADAR AND ACOUSTIC DOPPLER CURRENT PROFILERS (ADCP),FALSE,not biolog,NA,NA,NA,"PRANDLE, D",OCEANOLOGICA ACTA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5-6
Understanding the Distribution of Marine Megafauna in the English Channel Region: Identifying Key Habitats for Conservation within the Busiest Seaway on Earth,TRUE,NA,NA,NA,NA,"McClellan, Catherine M.; Brereton, Tom; Dell'Amico, Florence; Johns, David G.; Cucknell, Anna-C.; Patrick, Samantha C.; Penrose, Rod; Ridoux, Vincent; Solandt, Jean-Luc; Stephan, Eric; Votier, Stephen C.; Williams, Ruth; Godley, Brendan J.",PLOS ONE,10.1371/journal.pone.0089720,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2
Relationship between the catechol-O-methyl transferase Va1108/158Met genotype and brain volume in treatment-naive major depressive disorder: Voxel-based morphometry analysis,FALSE,medicine,NA,NA,NA,"Watanabe, Keita; Kakeda, Shingo; Yoshimura, Reiji; Abe, Osamu; Ide, Satoru; Hayashi, Kenji; Katsuki, Asuka; Umene-Nakano, Wakako; Watanabe, Rieko; Nakamura, Jun; Korogi, Yukunori",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2015.07.024,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,3
Formation of galena pseudomorphs after pyromorphite,FALSE,minerology,NA,NA,NA,"Keim, Maximilian F.; Markl, Gregor",NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN,10.1127/njma/2017/0058,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,3
Macroscopic authentication of Chinese materia medica (CMM): A UK market study of seeds and fruits,FALSE,medicine,NA,NA,NA,"van der Valk, Jan M. A.; Leon, Christine J.; Nesbitt, Mark",JOURNAL OF HERBAL MEDICINE,10.1016/j.hermed.2017.03.007,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"ACQUIRED-IMMUNE-DEFICIENCY-SYNDROME PREDICTIONS FOR ENGLAND AND WALES (1992-97) - SENSITIVITY ANALYSIS, INFORMATION, DECISION",FALSE,epidemiology,NA,NA,NA,"DAY, NE; GORE, SM; DEANGELIS, D",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,10.2307/2983443,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
Massive stars in the SGR 1806-20 cluster,FALSE,astronomy,NA,NA,NA,"Figer, DF; Najarro, F; Geballe, TR; Blum, RD; Kudritzki, RP",ASTROPHYSICAL JOURNAL,10.1086/429159,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,1
Reconciling policy with ecological requirements in biodiversity monitoring,FALSE,no bio recs data.  Only standardized data.,NA,NA,NA,"Cook, Aonghais S. C. P.; Parsons, Matt; Mitchell, Ian; Robinson, Robert A.",MARINE ECOLOGY PROGRESS SERIES,10.3354/meps09244,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,NA
Sexual Nature? (Re)presenting Sexuality and Science in the Museum,FALSE,museum curation,NA,NA,NA,"Cassidy, Angela; Lock, Simon J.; Voss, Georgina",SCIENCE AS CULTURE,10.1080/09505431.2015.1120284,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2
Mapping the diversity of regulating ecosystem services in European cities,FALSE,not biology,NA,NA,NA,"Larondelle, Neele; Haase, Dagmar; Kabisch, Nadja",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,10.1016/j.gloenvcha.2014.04.008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
Atlas-based segmentation of bone structures to support the virtual planning of hip operations,FALSE,medicine,NA,NA,NA,"Ehrhardt, J; Handels, H; Malina, T; Strathmann, B; Plotz, W; Poppl, SJ",INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,10.1016/S1386-5056(01)00212-X,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2-3
Accounting for uncertainty in colonisation times: a novel approach to modelling the spatio-temporal dynamics of alien invasions using distribution data,TRUE,NA,NA,NA,NA,"Catterall, Stephen; Cook, Alex R.; Marion, Glenn; Butler, Adam; Hulme, Philip E.",ECOGRAPHY,10.1111/j.1600-0587.2011.07190.x,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,10
The role of citizen science in monitoring small-scale pollution events,FALSE,not biology,NA,NA,NA,"Hyder, Kieran; Wright, Serena; Kirby, Mark; Brant, Jan",MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2017.04.038,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1-2
