Scopus search,,,,,,
"search terms: TITLE-ABS-KEY ((""biological record*"" OR ""citizen science"" OR (atlas AND species) OR gbif OR ""Global Biodiversity Information Facility"" OR eBird OR ""National Biodiversity Data Centre"" OR ""NBN"" OR ""National Biodiversity Network"" OR ""Centre for Environmental Data and Recording"") AND (""Great Britain"" OR Ireland OR Scotland OR Wales OR ""Northern Ireland"" OR ""British Isles"" OR UK OR ""United Kingdom"") AND NOT (cancer OR disease OR palliative OR ""cross-sectional"" OR ""cross sectional"" OR ""New South Wales"" OR Pyle OR marmoset))",,,,,,
15 June 2018,,,,,,
,,,,,,
author,title,year,Source title,doi,link,search_venue
"Salter, B., Jones, D.M.",Biobanks and bioethics: The politics of legitimation,2005,Journal of European Public Policy,10.1080/13501760500160623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944436146&doi=10.1080%2f13501760500160623&partnerID=40&md5=20b0a8e97ef2f6b34ed9e1b3325a1e93,Scopus
"Cannon, A.R., Chamberlain, D.E., Toms, M.P., Hatchwell, B.J., Gaston, K.J.",Trends in the use of private gardens by wild birds in Great Britain 1995-2002,2005,Journal of Applied Ecology,10.1111/j.1365-2664.2005.01050.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28244491941&doi=10.1111%2fj.1365-2664.2005.01050.x&partnerID=40&md5=668e2a1ede6623f4199768e67b9672e4,Scopus
"Storch, D., Evans, K.L., Gaston, K.J.",The species-area-energy relationship,2005,Ecology Letters,10.1111/j.1461-0248.2005.00740.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18444395310&doi=10.1111%2fj.1461-0248.2005.00740.x&partnerID=40&md5=f7a50fa62a7234ad67e3f72d910e02e7,Scopus
"Brommer, J.E.",The range margins of northern birds shift polewards,2004,Annales Zoologici Fennici,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342623254&partnerID=40&md5=a567267436f8894a27bcc8be348d6d13,Scopus
"Ellis, R., Waterton, C.",Environmental citizenship in the making: The participation of volunteer naturalists in UK biological recording and biodiversity policy,2004,Science and Public Policy,10.3152/147154304781780055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942520790&doi=10.3152%2f147154304781780055&partnerID=40&md5=b872e4188d9b1de9f69a0978e719f156,Scopus
"Harding, P.T.","Keynote ""crayfish on the net"" - Using the internet to share information about crayfish - An example from the UK",2003,BFPP - Bulletin Francais de la Peche et de la Protection des Milieux Aquatiques,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844438649&partnerID=40&md5=7b520a99d1fc538cd0cbfa6f69e68257,Scopus
"Clack, J.A.","A new baphetid (sten tetrapod) from the Upper Carboniferous of Tyne and Wear, U.K., and the evolution of the tetrapod occiput",2003,Canadian Journal of Earth Sciences,10.1139/e02-065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041814673&doi=10.1139%2fe02-065&partnerID=40&md5=11a1b041d285215a8cc630fdfc55001b,Scopus
"Harrison, P.A., Vanhinsbergh, D.P., Fuller, R.J., Berry, P.M.",Modelling climate change impacts on the distribution of breeding birds in Britain and Ireland,2003,Journal for Nature Conservation,10.1078/1617-1381-00036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038128187&doi=10.1078%2f1617-1381-00036&partnerID=40&md5=8dcbdd8e0e758f94a322703bc9242b26,Scopus
"Eaton, M., Gregory, R., Farrar, A.","Bird conservation and citizen science counting, caring and acting",2002,Ecos,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036970360&partnerID=40&md5=b60e3c6a759113e6939dd25b88c5644e,Scopus
"Pratt, M., Freeston, H.",Junior citizens - Wildlife watching pioneers,2002,Ecos,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036968213&partnerID=40&md5=caa7118306c584e20fae5e85123c65b8,Scopus
"Dennis, R.L.H., Shreeve, T.G., Sparks, T.H., Lhonore, J.E.",A comparison of geographical and neighbourhood models for improving atlas databases. The case of the French butterfly atlas,2002,Biological Conservation,10.1016/S0006-3207(02)00101-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036883829&doi=10.1016%2fS0006-3207%2802%2900101-5&partnerID=40&md5=369c7256e5579b18693f884e520e81c8,Scopus
"Hüppop, K., Hüppop, O.",An atlas of bird ringing at the island of Helgoland. Part 1: Temporal and regional changes of recovery rates and causes of death of birds ringed at Helgoland (1909 to 1998) [Atlas zur Vogelberingung auf Helgoland Teil 1: Zeitliche und regionale Veränderungen der Wiederfundraten und Todesursachen auf Helgoland beringter Vögel (1909 bis 1998)],2002,Vogelwarte,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8144224712&partnerID=40&md5=e69c491d57d7fcd1a2478b118d37a34d,Scopus
"Atkinson, P.W., Fuller, R.J., Vickery, J.A.",Large-scale patterns of summer and winter bird distribution in relation to farmland type in England and Wales,2002,Ecography,10.1034/j.1600-0587.2002.250409.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036345874&doi=10.1034%2fj.1600-0587.2002.250409.x&partnerID=40&md5=d38561338ebc676306cc97e06f4d583a,Scopus
"Thornton, I.",Geochemistry and the mineral nutrition of agricultural livestock and wildlife,2002,Applied Geochemistry,10.1016/S0883-2927(02)00079-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036081406&doi=10.1016%2fS0883-2927%2802%2900079-3&partnerID=40&md5=a5b776ea4f324a93bf7316862909d3e9,Scopus
"Sibley, P.J., Brickland, J.H., Bywater, J.A.",Monitoring the distribution of crayfish in England and Wales,2002,BFPP - Bulletin Francais de la Peche et de la Protection des Milieux Aquatiques,10.1051/kmae:2002071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646215849&doi=10.1051%2fkmae%3a2002071&partnerID=40&md5=195364fc075840bbc5b80ab103fec55d,Scopus
"Langston, R., Gregory, R., Adams, R.",The status of the Hawfinch in the UK 1975-1999,2002,British Birds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036214427&partnerID=40&md5=4d14e453ec9f83c42492819f96a9bf6f,Scopus
"Dennis, R.L.H., Hardy, P.B.",Loss rates of butterfly species with urban development. A test of atlas data and sampling artefacts at a fine scale,2001,Biodiversity and Conservation,10.1023/A:1013161522916,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035675223&doi=10.1023%2fA%3a1013161522916&partnerID=40&md5=b9664e9e0eee28e59c38c052ca5b4c71,Scopus
"Donald, P.F., Greenwood, J.J.D.",Spatial patterns of range contraction in British breeding birds,2001,Ibis,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034813484&partnerID=40&md5=0e62b658b625782e718c868dac9fdb77,Scopus
"Palmer, M.A., Roy, D.B.",A method for estimating the extent of standing fresh waters of different trophic states in Great Britain,2001,Aquatic Conservation: Marine and Freshwater Ecosystems,10.1002/aqc.439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034950657&doi=10.1002%2faqc.439&partnerID=40&md5=058d9affbd0771622b63788eb0681bc3,Scopus
"Vanhinsbergh, D.P., Chamberlain, D.E.",Habitat associations of breeding meadow pipits anthus pratensis in the british uplands,2001,Bird Study,10.1080/00063650109461214,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034943502&doi=10.1080%2f00063650109461214&partnerID=40&md5=cd3ee077974f4a318cb1433f3c352d30,Scopus
"Irwin, A.",Constructing the scientific citizen: Science and democracy in the biosciences,2001,Public Understanding of Science,10.1088/0963-6625/10/1/301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005969828&doi=10.1088%2f0963-6625%2f10%2f1%2f301&partnerID=40&md5=2f1fb83f5ea3820c45f4f21c311b6bea,Scopus
[No author name available],High wear resistance of the opening rollers thanks to innovative coating methods,2001,Textile Technology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034778894&partnerID=40&md5=fb4ce9212f023774d6dd5fd0c1e108f5,Scopus
"Dennis, R.L.H.",Progressive bias in species status is symptomatic of fine-grained mapping units subject to repeated sampling,2001,Biodiversity and Conservation,10.1023/A:1016602309983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035013374&doi=10.1023%2fA%3a1016602309983&partnerID=40&md5=536410c44da3b4cd896c97ea69386940,Scopus
"Gates, S., Donald, P.F.",Local extinction of British farmland birds and the prediction of further loss,2000,Journal of Applied Ecology,10.1046/j.1365-2664.2000.00549.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033672401&doi=10.1046%2fj.1365-2664.2000.00549.x&partnerID=40&md5=e5a43790d27245723ab214b16692c36e,Scopus
"Dennis, R.L.H., Thomas, C.D.",Bias in butterfly distribution maps: The influence of hot spots and recorder's home range,2000,Journal of Insect Conservation,10.1023/A:1009690919835,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033824948&doi=10.1023%2fA%3a1009690919835&partnerID=40&md5=ffa205924aa9715600a54295575b2414,Scopus
"Browne, S., Vickery, J., Chamberlain, D.",Densities and population estimates of breeding skylarks alauda arvensis in britain in 1997,2000,Bird Study,10.1080/00063650009461160,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034162728&doi=10.1080%2f00063650009461160&partnerID=40&md5=e504cdeceaef7e13b2b710c4b0d63258,Scopus
"Siriwardena, G.M., Crick, H.Q.P., Baillie, S.R., Wilson, J.D.",Agricultural land-use and the spatial distribution of granivorous lowland farmland birds,2000,Ecography,10.1111/j.1600-0587.2000.tb00314.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034491982&doi=10.1111%2fj.1600-0587.2000.tb00314.x&partnerID=40&md5=5a5020bbe6a218146e0d67a56f788b4d,Scopus
"Dennis, R.L.H., Hardy, P.B.",Targeting squares for survey: Predicting species richness and incidence of species for a butterfly atlas,1999,Global Ecology and Biogeography,10.1046/j.1365-2699.1999.00148.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033505214&doi=10.1046%2fj.1365-2699.1999.00148.x&partnerID=40&md5=81826aa5c6f21e134d09788dbfb60d20,Scopus
"Dennis, R.L.H., Sparks, T.H., Hardy, P.B.",Bias in butterfly distribution maps: The effects of sampling effort,1999,Journal of Insect Conservation,10.1023/A:1009678422145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033492178&doi=10.1023%2fA%3a1009678422145&partnerID=40&md5=f171bb33f7e0331812ae46fc4f2a4020,Scopus
"Griffiths, G.H., Eversham, B.C., Roy, D.B.",Integrating species and habitat data for nature conservation in Great Britain: Data sources and methods,1999,Global Ecology and Biogeography,10.1046/j.1365-2699.1999.00143.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033495540&doi=10.1046%2fj.1365-2699.1999.00143.x&partnerID=40&md5=684dcaa7a5ee2dd06129a4b925c8aef2,Scopus
"Palmer, M.A.",The application of biogeographical zonation and biodiversity assessment to the conservation of freshwater habitats in Great Britain,1999,Aquatic Conservation: Marine and Freshwater Ecosystems,10.1002/(SICI)1099-0755(199903/04)9:2&lt;179::AID-AQC343&gt;3.0.CO;2-O,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032963680&doi=10.1002%2f%28SICI%291099-0755%28199903%2f04%299%3a2%26lt%3b179%3a%3aAID-AQC343%26gt%3b3.0.CO%3b2-O&partnerID=40&md5=af1e42787a180307b0f262a304f15f5c,Scopus
"Sinka, K.J., Atkinson, T.C.",A mutual climatic range method for reconstructing palaeoclimate from plant remains,1999,Journal of the Geological Society,10.1144/gsjgs.156.2.0381,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032896547&doi=10.1144%2fgsjgs.156.2.0381&partnerID=40&md5=60a84eddcc0227f8a535ebf620844329,Scopus
"Harris, M.P., Tasker, M.L.",Conservation value of ringing seabirds in Britain and Ireland,1999,Ringing and Migration,10.1080/03078698.1999.9674215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033506914&doi=10.1080%2f03078698.1999.9674215&partnerID=40&md5=317ec4370c70d66e78fde6bbbfd7d2a2,Scopus
"Baillie, S.R., Furness, R.W., Clark, J.A., Green, R.E., Gosler, A.G., Ormerod, S.J., Peach, W.J., Stroud, D.A., Sutherland, W.J., Wilson, J.D.",The scientific strategy of the BTO ringing scheme,1999,Ringing and Migration,10.1080/03078698.1999.9674218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6744248860&doi=10.1080%2f03078698.1999.9674218&partnerID=40&md5=8d91c09ad6c280d5a5247000efae7d3c,Scopus
"Rich, T.C.G., Jermy, A.C.",Plant crib 1998,1998,Plant crib 1998,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032447395&partnerID=40&md5=370086bfe39f118a3a8b55fed7052c0d,Scopus
"Oliver, P.J.","The breeding birds of Inner London, 1966-94",1997,British Birds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031436238&partnerID=40&md5=725e7c0bc2764d5a27b068843b08a025,Scopus
"Pain, D.J., Hill, D., McCracken, D.I.",Impact of agricultural intensification of pastoral systems on bird distributions in Britain 1970-1990,1997,"Agriculture, Ecosystems and Environment",10.1016/S0167-8809(96)01126-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030613215&doi=10.1016%2fS0167-8809%2896%2901126-7&partnerID=40&md5=c06bd9bf95b01ce9b9cbb17694a79d02,Scopus
"Buckland, S.T., Elston, D.A., Beaney, S.J.","Predicting distributional change, with application to bird distributions in northeast Scotland",1996,Global Ecology and Biogeography Letters,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029750430&partnerID=40&md5=9c4d2257ae36b0eaeaa6cb5dd51b59ee,Scopus
"Cayford, J.T., Waters, R.J.","Population estimates for waders charadrii wintering in Great Britain, 1987/88-1991/92",1996,Biological Conservation,10.1016/0006-3207(95)00114-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029769713&doi=10.1016%2f0006-3207%2895%2900114-X&partnerID=40&md5=9ba103a58a27a581f606edf02c87cb2c,Scopus
"Rich, T.C.G., Woodruff, E.R.",Changes in the vascular plant floras of England and Scotland between 1930-1960 and 1987-1988: The BSBI monitoring scheme,1996,Biological Conservation,10.1016/0006-3207(95)00077-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029669103&doi=10.1016%2f0006-3207%2895%2900077-1&partnerID=40&md5=2a7a1e82c92430cd14980fe051803960,Scopus
"Clark, J.A., Adams, S.Y., Peach, W.J., Simons Bto, J.R.",Report on bird ringing in Britain and Ireland for 1994,1996,Ringing and Migration,10.1080/03078698.1996.9674120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001840707&doi=10.1080%2f03078698.1996.9674120&partnerID=40&md5=06d81837b12ea03807078672b81e4a9d,Scopus
[No author name available],Biodiversity: the UK steering group report; Volume 1. Meeting the Rio challenge,1995,Biodiversity: the UK steering group report; Volume 1. Meeting the Rio challenge,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041153728&partnerID=40&md5=0776f65afddbc7d162203f7fd0a34938,Scopus
"Bickerton, M.A.","Long‐term changes of macroinvertebrate communities in relation to flow variations: The river Glen, Lincolnshire, England",1995,Regulated Rivers: Research &amp; Management,10.1002/rrr.3450100204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029506221&doi=10.1002%2frrr.3450100204&partnerID=40&md5=be871a351ef90fff8f683e83eca2d0b0,Scopus
"Brown, A.F., Stillman, R.A., Gibbons, D.W.",Use of breeding bird atlas data to identify important bird areas: A northern england case study,1995,Bird Study,10.1080/00063659509477159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028980147&doi=10.1080%2f00063659509477159&partnerID=40&md5=4dbc9c6c766ac344ad27a0591cd36515,Scopus
"Arnold, H.R.",Atlas of amphibians and reptiles in Britain,1995,Atlas of amphibians and reptiles in Britain,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041152119&partnerID=40&md5=ba66b0e2993191d7ed94449e4fda3d39,Scopus
"Donald, P.F., Evans, A.D.",Habitat selection and population size of corn buntings miliaria calandra breeding in britain in 1993,1995,Bird Study,10.1080/00063659509477168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028983624&doi=10.1080%2f00063659509477168&partnerID=40&md5=e816e879c0f4bb1814cac017fdbd5095,Scopus
[No author name available],"Proceedings of the National Federation for Biological Recording Annual Conference on Invertebrates in the Landscape: Invertebrate Recording in Site Evaluation and Countryside Monitoring, Brighton, UK",1994,BR.J.ENTOMOL.NAT.HIST.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027995921&partnerID=40&md5=827fc7f66b75f60253b7dd236f09b503,Scopus
"Gates, S., Wingfield Gibbons, D., Lack, P.C., Fuller, R.J.",Declining farmland bird species: modelling geographical patterns of abundance in Britain,1994,"Large-scale ecology and conservation biology. 35th BES symposium, Southampton, 1993",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028572965&partnerID=40&md5=2ca6250528c3ed62aa26f52553a2c4d5,Scopus
"Donald, P.F., Evans, A.D.",Habitat selection by corn buntings miliaria calandra in winter,1994,Bird Study,10.1080/00063659409477220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028161084&doi=10.1080%2f00063659409477220&partnerID=40&md5=1dea79bfd2df3474dba2a62b78828807,Scopus
"Prendergast, J.R., Wood, S.N., Lawton, J.H., Eversham, B.C.",Correcting for variation in recording effort in analyses of diversity hotspots,1993,Biodiversity Letters,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027871079&partnerID=40&md5=f343ffb49c8d4f80499672181d6a1c6d,Scopus
"Prendergast, J.R., Quinn, R.M., Lawton, J.H., Eversham, B.C., Gibbons, D.W.","Rare species, the coincidence of diversity hotspots and conservation strategies",1993,Nature,10.1038/365335a0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027338678&doi=10.1038%2f365335a0&partnerID=40&md5=b1b79f5830b6b724b6444bac72332334,Scopus
"Arnold, H.R.",Atlas of mammals in Britain,1993,Atlas of mammals in Britain,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040959473&partnerID=40&md5=13f0fa7d82f41d5ffad3a133d744e646,Scopus
"Kirby, J.S., Lack, P.C.","Spatial dynamics of wintering lapwings and golden plovers in britain and ireland, 1981/82 to 1983/84",1993,Bird Study,10.1080/00063659309477127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027526837&doi=10.1080%2f00063659309477127&partnerID=40&md5=aeae5bd95bfbec2f0434b2abfa59c2d7,Scopus
"Seaward, D.R.",Additions and amendments to the Distribution of the marine molluscs of north west Europe (1990),1993,Joint Nature Conservation Committee Report,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027804968&partnerID=40&md5=14816d610928b417bd04158722ca0861,Scopus
"Appleby, C.E.",Monitoring at the county level,1991,Monitoring for conservation and ecology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026082243&partnerID=40&md5=bb9bf5b40a7092dced0a5903175ec769,Scopus
"Harding, P.T.",National species distribution surveys,1991,Monitoring for conservation and ecology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025994510&partnerID=40&md5=da2b0b668f765c7a32c0f46ac22d4e1e,Scopus
"Garrad, L.",Nature conservation,1990,The Isle of Man,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025658107&partnerID=40&md5=986303b398712e6fd09e14444ad07d34,Scopus
"Perring, F.H., Walters, S.M.",Atlas of the British flora. Third edition,1990,Atlas of the British flora. Third edition,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040890780&partnerID=40&md5=bf8a68dfa7d72a4ca506b0eee0024055,Scopus
"Taylor, K., Hudson, R., Horne, G.",Buzzard breeding distribution and abundance in britain and northern ireland in 1983,1988,Bird Study,10.1080/00063658809480387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000283175&doi=10.1080%2f00063658809480387&partnerID=40&md5=d88b74eaddc35bd314dd459206ec61b3,Scopus
"Krahulec, E.",The chorologic pattern of European Nardus-rich communities,1985,Vegetatio,10.1007/BF00055681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022226954&doi=10.1007%2fBF00055681&partnerID=40&md5=afe78662c6fdb714e3a75789a232a442,Scopus
"LAMBERT, M.R.K.","Some factors influencing the Moroccan distribution of the western Mediterranean spur‐thighed tortoise, Testudo graeca graeca L., and those precluding its survival in NW Europe",1983,Zoological Journal of the Linnean Society,10.1111/j.1096-3642.1983.tb01164.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000500550&doi=10.1111%2fj.1096-3642.1983.tb01164.x&partnerID=40&md5=68d40463f50f6807257a8917a717b7b3,Scopus
"TAYLOR, C.E., BROWN, D.J.F., TOPHAM, P.B.",Computer Mapping and Analysis of Nematode Distribution: Cartographie et analyse de la distribution des nématodes à L'aide d'ordinateurs,1980,EPPO Bulletin,10.1111/j.1365-2338.1980.tb02639.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982538613&doi=10.1111%2fj.1365-2338.1980.tb02639.x&partnerID=40&md5=e2f1e46f51b0a64bcf47aceac4bb9521,Scopus
"Arnold, H.R.",Provisional atlas of the mammals of the British Isles.,1978,Provisional atlas of the mammals of the British Isles.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942422420&partnerID=40&md5=61aeb0390a296825f44a45be06a42fc6,Scopus
"Heath, J., Perring, F.",Biological recording in Europe,1975,Endeavour,10.1016/0160-9327(75)90128-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49549142822&doi=10.1016%2f0160-9327%2875%2990128-3&partnerID=40&md5=74a76b005e56b8dc5643a7206eb7dcaa,Scopus
"Hawksworth, D.L., Chapman, D.S.",Pseudevernia Furfuracea (L.) Zopf and Its Chemical Races in The British Isles,1971,The Lichenologist,10.1017/S0024282971000094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971870796&doi=10.1017%2fS0024282971000094&partnerID=40&md5=31f6844051f1a2d0f2a9ba220591eb6d,Scopus
