author,title,year,articleURL,doi
SA HAEMORRHOIDALE,THE HISTORY AND STATUS OF THE HAWTHORN,2014,https://www.researchgate.net/profile/Alex_Ramsay/publication/291340666_THE_HISTORY_AND_STATUS_OF_THE_HAWTHORN_SHIELDBUG_ACANTHOSOMA_HAEMORRHOIDALE_HEMIPTERA_ACANTHOSOMATIDAE_IN_SCOTLAND_1946-2008/links/56a0d9c208ae4af5254d028f/THE-HISTORY-AND-STATUS-OF-THE-HAWTHORN-SHIELDBUG-ACANTHOSOMA-HAEMORRHOIDALE-HEMIPTERA-ACANTHOSOMATIDAE-IN-SCOTLAND-1946-2008.pdf,NA
"M Marzuki, B Basariah",The Influence of Problem-Based Learning and Project Citizen Model in The Civic Education Learning on Student's Critical Thinking Ability and Self Discipline,2017,https://journal.uny.ac.id/index.php/cp/article/view/14675,NA
C Knight,The Orion Project A Project for Serious Amateur Astronomy,NA,NA,NA
"N Mieszkowska, H Sugden, LB Firth, SJ Hawkins",The role of sustained observations in tracking,2014,http://www.academia.edu/download/45529376/Phil._Trans._R._Soc._A-2014-Mieszkowska-.pdf,NA
"RTH BROMAGE, RS LACRUZ, TD CRENSHAW…","Thursday, March 26, 2015-Morning sessions.",2015,http://onlinelibrary.wiley.com/doi/10.1002/ajpa.22719/full,NA
"B Cull, ME Pietzsch, KM Hansford, EL Gillingham…",Ticks and Tick-borne Diseases,2018,https://www.researchgate.net/profile/Jolyon_Medlock/publication/322922070_Surveillance_of_British_ticks_An_overview_of_species_records_host_associations_and_new_records_of_Ixodes_ricinus_distribution/links/5a9ea06d0f7e9b80dfb4e6cf/Surveillance-of-British-ticks-An-overview-of-species-records-host-associations-and-new-records-of-Ixodes-ricinus-distribution.pdf,NA
B Yearbook,TONY [AJE] SMITH,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.664.7899&rep=rep1&type=pdf,NA
"J Gault, C Bradley, A Tyler, A Stanica…",Towards the Integrated Management of the Danube River–Danube Delta–Black Sea system: Proposal for a Strategic Research and Innovation Agenda,2015,https://www.researchgate.net/profile/Adrian_Stanica/publication/283516607_Towards_the_integrated_management_of_the_Danube_River_-_Danube_Delta_-_Black_Sea_system_proposal_for_a_strategic_research_and_innovation_agenda/links/563d10be08ae34e98c4ad268/Towards-the-integrated-management-of-the-Danube-River-Danube-Delta-Black-Sea-system-proposal-for-a-strategic-research-and-innovation-agenda.pdf,NA
"ICP Waters, H de Wit, Ø Garmo, G Velle, A Fjellheim…",Trends in ecosystem and health responses to (reductions in) long-range transported atmospheric pollutants,NA,http://www.unece.org.net4all.ch/fileadmin/DAM/env/documents/2015/AIR/EMEP/WGE_report_on_trends_v8.pdf,NA
"I Hoste, F Verloove, J Bailey",Two recent records from Belgium of established plants of Fallopia× conollyana: A low profile alien steps into the open,2017,https://www.researchgate.net/profile/Filip_Verloove/publication/322040107_Two_recent_records_from_Belgium_of_established_plants_of_Fallopia_conollyana_A_low_profile_alien_steps_into_the_open/links/5a3fa4f2aca272d2944fd0b1/Two-recent-records-from-Belgium-of-established-plants-of-Fallopia-conollyana-A-low-profile-alien-steps-into-the-open.pdf,NA
"J Contestabile, J Powell, JJ Corso, G Friedland, P Tu…",Video Analytics in Public Safety,2016,http://ws680.nist.gov/publication/get_pdf.cfm?pub_id=922565,NA
C KERBIRIOU,"Vigie-Chiro: 9 ans de suivi des tendances des espèces communes Christian KERBIRIOU*, Jean François JULIEN, Yves BAS, Julie MARMET, Isabelle LE VIOL …",2015,http://gmb.bzh/wp-content/uploads/2016/03/Vigie-Chiro-Symbiose.pdf,NA
"AK Cooper, S Coetzee, DG Kourie","Volunteered geographical information, crowdsourcing, citizen science and neogeography are not the same",2017,https://www.researchgate.net/profile/Antony_Cooper2/publication/318884182_Volunteered_geographical_information_crowdsourcing_citizen_science_and_neogeography_are_not_the_same/links/59834ef00f7e9b2ac3542e52/Volunteered-geographical-information-crowdsourcing-citizen-science-and-neogeography-are-not-the-same.pdf,NA
"MSM Smith, MJKG Ingram",Wafand Externa,1997,http://nora.nerc.ac.uk/516667/4/part%204.pdf,NA
"U Sturm, S Schade, L Ceccaroni, M Gold…",Defining principles for mobile apps and platforms development in citizen science,2018,https://riojournal.com/article_preview.php?id=23394,NA
"A Lyons, PA Ashton, I Powell, A Oxbrough",Habitat associations of epigeal spiders in upland calcareous grassland landscapes: the importance for conservation,2018,https://link.springer.com/article/10.1007/s10531-017-1488-4,NA
"D Myall, D Ivanov, W Larason, M Nixon, H Moller",Accelerated Reported Battery Capacity Loss in 30 kWh Variants of the Nissan Leaf,2018,https://www.preprints.org/manuscript/201803.0122,NA
"M Seymour, I Durance, BJ Cosby…",Acidity promotes degradation of multi-species environmental DNA in lotic mesocosms,2018,https://www.nature.com/articles/s42003-017-0005-3,NA
SN Heritage,A climate change risk-based assessment for nationally and internationally important geoheritage sites in Scotland including all Earth science features in Sites of …,2018,https://www.researchgate.net/profile/Vanessa_Kirkbride/publication/324476896_Wignall_et_al_2018_-_SNH_Commissioned_Report_1014_-_A_climate_change_risk-based_assessment_for_nationally_and_internationally_important_geoheritage_site_in_Scotland_including_all_Earth_science_feature/data/5acf408b0f7e9b18965b1322/Wignal-et-al-2018-SNH-Commissioned-Report-1014-A-climate-change-risk-based-assessment-for-nationally-and-internationally-important-geoheritage-site-in-Scotland-including-all-Earth-science-features.pdf,NA
"F Baker, CL Smith, G Cavan",A Combined Approach to Classifying Land Surface Cover of Urban Domestic Gardens Using Citizen Science Data and High Resolution Image Analysis,2018,https://www.mdpi.com/2072-4292/10/4/537,NA
"AM Smith, PM Ramsay",A comparison of ground-based methods for estimating canopy closure for use in phenology research,2018,https://www.sciencedirect.com/science/article/pii/S0168192318300029,NA
"LM Wedding, J Lecky, JM Gove, HR Walecka…",Advancing the integration of spatial data to map human and natural drivers on coral reefs,2018,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189792,NA
"AD Fox, JO Leafloor",A global audit of the status and trends of Arctic and Northern Hemisphere goose populations,2018,https://oaarchive.arctic-council.org/handle/11374/2162,NA
YLX Li,A Holistic Energy Pattern in Green Building,2018,https://www.scientific.net/AMM.878.229,NA
"SMV Gutierrez, OE Kramer, CC Andersen…",A Method for Citizen Scientists to Catalogue Worldwide Chlorociboria spp. Distribution,2018,https://www.mdpi.com/2078-1547/9/1/11/htm,NA
MC Lavariega,An open-access platform for camera-trapping data,2018,https://journals.ku.edu/jbi/article/view/6975,NA
"M Stutter, S Richards",A novel approach to evaluating relationships between soil test and runoff P at landscape scales by integrating farmer knowledge on soil drains,2018,https://www.sciencedirect.com/science/article/pii/S0167880917305236,NA
"A Bollen, E Matilde, N Barros",An updated assessment of the seabird populations breeding at Príncipe and Tinhosas,2018,https://www.tandfonline.com/doi/abs/10.2989/00306525.2017.1380085,NA
"L Morawska, PK Thai, X Liu, A Asumadu-Sakyi…",Applications of low-cost sensing technologies for air quality monitoring and exposure assessment: How far have they gone?,2018,https://www.sciencedirect.com/science/article/pii/S0160412018302460,NA
"JF Wilson, D Baker, J Cheney, M Cook, M Ellis…",A role for artificial night-time lighting in long-term changes in populations of 100 widespread macro-moths in UK and Ireland: a citizen-science study,2018,https://link.springer.com/content/pdf/10.1007/s10841-018-0052-1.pdf,NA
A Kalinowska,Assessing public awareness about biodiversity in Europe,2018,https://www.ingentaconnect.com/content/rout/26b5pf/2018/00000001/00000001/art00013,NA
"C Muldoon, MJ O'Grady, GMP O'Hare",A survey of incentive engineering for crowdsourcing,2018,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/survey-of-incentive-engineering-for-crowdsourcing/308207E6217489C048E7DCABBD431B3A,NA
"LC Degrossi, J Porto de Albuquerque…",A taxonomy of quality assessment methods for volunteered and crowdsourced geographic information,2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/tgis.12329,NA
"A Beck, G Long, DS Boyd, JF Rosser…",Automated classification metrics for energy modelling of residential buildings in the UK with open algorithms,2018,http://journals.sagepub.com/doi/abs/10.1177/2399808318762436,NA
"JR Wright, LL Powell, CM Tonra",Automated telemetry reveals staging behavior in a declining migratory passerine,2018,http://www.bioone.org/doi/abs/10.1642/AUK-17-219.1,NA
MC COUNCIL,BALLINROBE BIODIVERSITY MANAGEMENT PLAN,2018,"http://www.mayococo.ie/en/media/Media,30000,en.pdf",NA
"GF Smith, D D'Arcy",Ballinrobe Biodiversity Management Plan. Report prepared for Mayo County Council,2018,"http://www.mayococo.ie/en/media/Media,30002,en.pdf",NA
"S Lu, Y Shang, W Li, X Wu…",Basic theories and methods of watershed ecological regulation and control system,2018,http://jwcc.iwaponline.com/content/early/2018/05/11/wcc.2018.051.short,NA
"O Mac Aodha, R Gibb, KE Barlow…",Bat detective—Deep learning tools for bat acoustic signal detection,2018,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005995,NA
R Jones,Beetlemania,2018,https://www.sciencedirect.com/science/article/pii/S0262407918305736,NA
"AT Bednarek, C Wyborn, C Cvitanovic, R Meyer…",Boundary spanning at the science–policy interface: the practitioners' perspectives,2018,https://link.springer.com/10.1007/s11625-018-0550-9,NA
"PC Buckland, PI Buckland…",Caught in a trap: landscape and climate implications of the insect fauna from a Roman well in Sherwood Forest,2018,https://link.springer.com/article/10.1007/s12520-016-0338-8,NA
"J Nie, H Feng, BB Witherell, M Alebus…","Causes, Assessment, and Treatment of Nutrient (N and P) Pollution in Rivers, Estuaries, and Coastal Waters",2018,https://link.springer.com/article/10.1007/s40726-018-0083-y,NA
"MJ Timms, K Moyle, PR Weldon, P Mitchell",Challenges in STEM learning in Australian schools: Literature and policy review,2018,https://research.acer.edu.au/policy_analysis_misc/28/,NA
"A Kosanic, K Anderson, S Harrison, T Turkington…",Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK),2018,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191021,NA
"W Banaszak-Cibicka, L Twerd, M Fliszkiewicz…",City parks vs. natural areas-is it possible to preserve a natural level of bee richness and abundance in a city park?,2018,https://link.springer.com/article/10.1007/s11252-018-0756-8,NA
AM Foley,Climate impact assessment and “islandness” Challenges and opportunities of knowledge production and decision-making for Small Island Developing States,2018,https://www.emeraldinsight.com/doi/abs/10.1108/IJCCSM-06-2017-0142,NA
"MS Ramírez, FJ García-Peñalvo",Co-creation and open innovation: Systematic literature review,2018,http://search.proquest.com/openview/74418e5f89726e2aa47d0916d2db5754/1?pq-origsite=gscholar&cbl=396529,NA
"K Miller, R McIntyre, G McKenna",Collaborative design of Open Educational Practices: An Assets based approach,2018,https://www.learntechlib.org/p/183583/,NA
"DJ Merrey, MK Mondal, CT Hoanh…",Community-driven approaches to sustainable intensification in river deltas: Lessons from the Ganges and Mekong Rivers,2018,https://www.taylorfrancis.com/books/e/9781351403344/chapters/10.4324%2F9780203733301-9,NA
"C Andrew, E Heegaard, AC Gange, B Senn-Irlet, S Egli…",Congruency in fungal phenology patterns across dataset sources and scales,2018,https://www.sciencedirect.com/science/article/pii/S1754504817301745,NA
C Callaghan,Contemporary insights from social sciences theory: implications for management,2018,https://journals.co.za/content/journal/10520/EJC-c2444d739?crawler=true&mimetype=application/pdf,NA
"JDM Speed, M Bendiksby, AG Finstad, K Hassel…","Contrasting spatial, temporal and environmental patterns in observation and specimen based species occurrence data",2018,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196417,NA
"P Kleitou, S Kalogirou, D Marmara, I Giovos",Coryphaena hippurus: A potential predator of Lagocephalus sceleratus in the Mediterranean Sea,2018,http://www.fisheriesjournal.com/archives/2018/vol6issue3/PartB/6-2-67-882.pdf,NA
"HH Marshall, DJ Griffiths, F Mwanguhya, R Businge…",Data collection and storage in long-term ecological and evolutionary studies: The Mongoose 2000 system,2018,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190740,NA
"FM Wartmann, E Acheson…","Describing and comparing landscapes using tags, texts, and free lists: an interdisciplinary approach",2018,https://www.tandfonline.com/doi/abs/10.1080/13658816.2018.1445257,NA
"S Abraham, AK Aniyan, AK Kembhavi…",Detection of bars in galaxies using a deep convolutional neural network,2018,https://academic.oup.com/mnras/article-abstract/477/1/894/4925012,NA
"L Storrie, C Lydersen, M Andersen, RB Wynn…","Determining the species assemblage and habitat use of cetaceans in the Svalbard Archipelago, based on observations from 2002 to 2014",2018,https://www.tandfonline.com/doi/abs/10.1080/17518369.2018.1463065,NA
"P Pipek, T Petrusková, A Petrusek, L Diblíková…",Dialects of an invasive songbird are preserved in its invaded but not native source range,2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.02779,NA
K Täufer,Die Entwicklung des Ökosystemansatzes im Völkerrecht und im Recht der Europäischen Union,2018,https://www.nomos-elibrary.de/10.5771/9783845252070/die-entwicklung-des-oekosystemansatzes-im-voelkerrecht-und-im-recht-der-europaeischen-union,NA
"JM Yost, PW Sweeney, E Gilbert…",Digitization protocol for scoring reproductive phenology from herbarium specimens of seed plants,2018,https://onlinelibrary.wiley.com/doi/abs/10.1002/aps3.1022,NA
"MÁ Pardo, E Jiménez, JR Viðarsson, K Ólafsson…",DNA barcoding revealing mislabeling of seafood in European mass caterings,2018,https://www.sciencedirect.com/science/article/pii/S095671351830207X,NA
"PR Lintott, S Davison, J van Breda…","Ecobat: An online resource to facilitate transparent, evidence‐based interpretation of bat activity data",2018,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.3692,NA
SR Leather,“Ecological Armageddon”–more evidence for the drastic decline in insect numbers,2018,http://onlinelibrary.wiley.com/doi/10.1111/aab.12410/full,NA
C Nancy's Lane,Ecological Impact Assessment,2018,http://kildare.ie/CountyCouncil/PublicConsultations-Part8Schemes/Housing/P8201803NancysLaneBallinagappaRoadClane/9.%20Ecological%20Impact%20Assessment.pdf,NA
"J Chilvers, H Pallett, T Hargreaves",Ecologies of participation in socio-technical change: The case of energy system transitions,2018,https://www.sciencedirect.com/science/article/pii/S2214629618303025,NA
"K Goodwin, J Rand, J Morton, V Uthappa, R Walduck",Email Reminders Increase the Frequency That Pet Owners Update Their Microchip Information,2018,https://www.mdpi.com/2076-2615/8/2/20,NA
"MJ Kingsford, S Becken, C Bordehore…",Empowering Stakeholders to Manage Stinging Jellyfish: A Perspective,2018,https://www.tandfonline.com/doi/abs/10.1080/08920753.2018.1405326,NA
"O Aburto‐Oropeza, C López‐Sagástegui…","Endangered species, ecosystem integrity, and human livelihoods",2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/conl.12358,NA
"J Chilvers, H Pallett",Energy democracies and publics in the making: a relational agenda for research and practice,2018,https://www.frontiersin.org/articles/10.3389/fcomm.2018.00014,NA
R Morrison,"Energy system modeling: Public transparency, scientific reproducibility, and open development",2018,https://www.sciencedirect.com/science/article/pii/S2211467X17300949,NA
"R Holliman, G Davies, D Ford, M Russell, A Steed…",Engaging Opportunities: Connecting young people with contemporary research and researchers,2018,http://oro.open.ac.uk/53026/,NA
"C Lindell, RA Eaton, PH Howard, SM Roels…",Enhancing agricultural landscapes to increase crop pest reduction by vertebrates,2018,https://www.sciencedirect.com/science/article/pii/S0167880918300501,NA
"BG Holt, GC Costa, C Penone, JP Lessard…",Environmental variation is a major predictor of global trait turnover in mammals,2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.13091,NA
"AT Peterson, J Soberón",Essential biodiversity variables are not global,2018,https://link.springer.com/article/10.1007/s10531-017-1479-5,NA
"A Johnston, D Fink, WM Hochachka…",Estimates of observer expertise improve species distributions from citizen science data,2018,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12838/full,NA
"MS Weltersbach, HV Strehlow, K Ferter, T Klefoth…",Estimating and mitigating post-release mortality of European eel by combining citizen science with a catch-and-release angling experiment,2018,https://www.sciencedirect.com/science/article/pii/S0165783618300171,NA
"TJ Gooliaff, RD Weir, KE Hodges",Estimating bobcat and Canada lynx distributions in British Columbia,2018,https://onlinelibrary.wiley.com/doi/abs/10.1002/jwmg.21437,NA
"C Andrew, E Heegaard, K Høiland, B Senn‐Irlet…",Explaining European fungal fruiting phenology with climate variability,2018,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecy.2237,NA
"S Kelling, A Johnston, D Fink, V Ruiz-Gutierrez…",Finding the signal in the noise of Citizen Science Observations,2018,https://www.biorxiv.org/content/early/2018/05/18/326314.abstract,NA
"LD Shepherd, JA Cooper",First record of the fungus Battarrea phalloides (Agariacaceae) in New Zealand,2018,https://www.tandfonline.com/doi/abs/10.1080/0028825X.2017.1385491,NA
"B Buyanjargal, TZ Dorzhiev…","FLIGHT PHENOLOGY OF VESPID WASPS (HYMENOPTERA, VESPIDAE) IN NORTHERN MONGOLIA",2018,https://www.mongoliajol.info/index.php/PMAS/article/view/921,NA
"A Lucas, O Bodger, BJ Brosi, CR Ford, DW Forman…",Floral resource partitioning by individuals within generalised hoverfly pollination networks revealed by DNA metabarcoding,2018,https://www.nature.com/articles/s41598-018-23103-0,NA
"AJ Schneller, S Coburn","For-profit environmental voluntourism in Costa Rica: teen volunteer, host community, and environmental outcomes",2018,https://www.tandfonline.com/doi/abs/10.1080/09669582.2017.1421200,NA
"NE Wayand, CB Marsh, JM Shea…",Globally scalable alpine snow metrics,2018,https://www.sciencedirect.com/science/article/pii/S0034425718302335,NA
"KM Brauneder, C Montes, S Blyth, L Bennun…",Global screening for Critical Habitat in the terrestrial realm,2018,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0193102,NA
"ML Wells, B Karlson",Harmful algal blooms in a changing ocean,2018,https://link.springer.com/content/pdf/10.1007/978-3-319-70069-4_5.pdf,NA
CED Goodwin,Hazel Dormouse ecology and conservation in woodlands,2018,https://ore.exeter.ac.uk/repository/handle/10871/32976,NA
"N Li, D Brossard, AA Anderson…",How do policymakers and think tank stakeholders prioritize the risks of the nuclear fuel cycle? A semantic network analysis,2018,https://www.tandfonline.com/doi/abs/10.1080/13669877.2016.1223164,NA
