title,author,documentURL,database,year,search_venue
Latest headlines from daily HW Breakfast Briefing,Anonymous,https://search.proquest.com/docview/1622598061?accountid=14507,SciTech Premium Collection,2014,ProQuest
Low cost (audio) recording (LCR) for advancing soundscape ecology towards the conservation of sonic complexity and biodiversity in natural and urban landscapes,"Farina, A;James, P;Bobryk, C;Pieretti, N;Lattanzi, E;Mcwilliam, J",https://search.proquest.com/docview/1625480937?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2014,ProQuest
Becomings: Narrative Entanglements and Microsociology,"Tamboukou, Maria",https://search.proquest.com/docview/1674921034?accountid=14507,Social Science Premium Collection,2015,ProQuest
Invasive plants and pollination of Alaskan berry species: Integrating ecology and education,"Spellman, Katie Villano",https://search.proquest.com/docview/1689456133?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2015,ProQuest
Developing an Understanding of Systems in the Context of Ecohydrological Citizen Science Research,"Long, Jennifer Joan",https://search.proquest.com/docview/1746693139?accountid=14507,"ProQuest Dissertations & Theses A&I,Social Science Premium Collection",2015,ProQuest
Ecological understanding through transdisciplinary art and participatory biology,"Ballengée, Brandon",https://search.proquest.com/docview/1779212473?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2015,ProQuest
In search of environmental justice in malaysia: the cases of broga and bukit merah,"Poh, Li Kheng",https://search.proquest.com/docview/1780284113?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2015,ProQuest
Palladium and gold catalysts for sustainable chemical processing,"Hao, Yufen",https://search.proquest.com/docview/1896010422?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2015,ProQuest
Towards a global terrestrial species monitoring program,"Schmeller, Dirk S;Julliard, Romain;Bellingham, Peter J;Monika BÃ¶hm;Brummitt, Neil;Chiarucci, Alessandro;Couvet, Denis;Elmendorf, Sarah;Forsyth, David M;Jaime García Moreno;Gregory, Richard D;Magnusson, William E;Martin, Laura J;McGeoch, Melodie A;Jean-Baptiste Mihoub;Pereira, Henrique M;VÃ¢nia Proença;Chris A.M. van Swaay;Yahara, Tetsukazu;Belnap, Jayne",https://search.proquest.com/docview/2000148706?accountid=14507,SciTech Premium Collection,2015,ProQuest
Spring time is picking up the pace in the UK,NA,https://search.proquest.com/docview/1687499465?accountid=14507,European Newsstream,2015,ProQuest
Count yourself in to help save our butterflies,"Beament, Emily",https://search.proquest.com/docview/1696808503?accountid=14507,European Newsstream,2015,ProQuest
Ten years of invasion: Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) in Britain.,"Roy, Helen E;Brown, Peter M J",https://search.proquest.com/docview/1826642423?accountid=14507,SciTech Premium Collection,2015,ProQuest
Pounds 40k boost to create more green spaces,"Brenan, Victoria",https://search.proquest.com/docview/1702836814?accountid=14507,European Newsstream,2015,ProQuest
Quantification of phytoplankton bloom dynamics by citizen scientists in urban and peri-urban environments,"Castilla, Eva Pintado;Cunha, Davi Gasparini; Fernandes;Lee, Fred Wang; Fat;Loiselle, Steven;Ho, Kin Chung;Hall, Charlotte",https://search.proquest.com/docview/1733842325?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2015,ProQuest
WARMER SUMMERS AND DRIER WINTERS CORRELATE WITH MORE WINTER VAGRANT PURPLE GALLINULES (PORPHYRIO MARTINICUS) IN THE NORTH ATLANTIC REGION,"Farnsworth, Andrew;La Sorte, Frank A;Iliff, Marshall J",https://search.proquest.com/docview/1761141250?accountid=14507,SciTech Premium Collection,2015,ProQuest
Using citizen science data for conservation planning: Methods for quality control and downscaling for use in stochastic patch occupancy modelling,"Graham, Laura J;Haines-Young, Roy H;Field, Richard",https://search.proquest.com/docview/1836622101?accountid=14507,SciTech Premium Collection,2015,ProQuest
"The relative effects of habitat amount, habitat configuration, and urbanization intensity on forest breeding birds","Shoffner, Alexandra Victoria",https://search.proquest.com/docview/1795092131?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
Creating individual dispersal hypotheses improves stacked species distribution model performance,"Cooper, Jacob C.",https://search.proquest.com/docview/1800303383?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
"Crop diversity loss as primary cause of grey partridge and common pheasant decline in Lower Saxony, Germany","Ronnenberg, Katrin;Strauß, Egbert;Siebert, Ursula",https://search.proquest.com/docview/1824987728?accountid=14507,SciTech Premium Collection,2016,ProQuest
Comparison of neuromuscular development in two dinophilid species (Annelida) suggests progenetic origin of Dinophilus gyrociliatus,"Kerbl, Alexandra;Fofanova, Elizaveta G;Mayorova, Tatiana D;Voronezhskaya, Elena E;Worsaae, Katrine",https://search.proquest.com/docview/1845539552?accountid=14507,SciTech Premium Collection,2016,ProQuest
Demonstrating the capacity of online citizen science mapping software to communicate natural hazards and engage community participation,"Rieger, Courtney",https://search.proquest.com/docview/1848303130?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection,Social Science Premium Collection",2016,ProQuest
Novel structures for lattice-mismatched infrared photodetectors,"Craig, Adam Patrick",https://search.proquest.com/docview/1874896130?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2016,ProQuest
Citizen inquiry: engaging citizens in online communities of scientific inquiries,"Aristeidou, Maria",https://search.proquest.com/docview/1885885665?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2016,ProQuest
Psych-gull-ogy Scientists try to get into minds of seagulls,"Ashcroft, Esme",https://search.proquest.com/docview/1767056102?accountid=14507,European Newsstream,2016,ProQuest
Citizen Scientists Help NASA Researchers Understand Auroras,NA,https://search.proquest.com/docview/1771329092?accountid=14507,SciTech Premium Collection,2016,ProQuest
Measuring specific receptor binding of a PET radioligand in human brain without pharmacological blockade: The genomic plot.,"Veronese, Mattia;Zanotti-Fregonara, Paolo;Rizzo, Gaia;Bertoldo, Alessandra;Innis, Robert B;Turkheimer, Federico E",https://search.proquest.com/docview/1776093802?accountid=14507,SciTech Premium Collection,2016,ProQuest
Measuring specific receptor binding of a PET radioligand in human brain without pharmacological blockade: The genomic plot,"Veronese, Mattia;Zanotti-Fregonara, Paolo;Rizzo, Gaia;Bertoldo, Alessandra;Innis, Robert B.;Turkheimer, Federico E.",https://search.proquest.com/docview/1785255738?accountid=14507,PsycINFO,2016,ProQuest
Correction: Focal Plant Observations as a Standardised Method for Pollinator Monitoring: Opportunities and Limitations for Mass Participation Citizen Science,"Roy, Helen E;Baxter, Elizabeth;Saunders, Aoine;Pocock, Michael J O",https://search.proquest.com/docview/1787763349?accountid=14507,SciTech Premium Collection,2016,ProQuest
Botanical gardens and citizen science: An (as yet) under-exploited potential,"Martellos, S;Laganis, J;Bacaro, G;Bonacquisti, S;Derewnicka, L;Attorre, F",https://search.proquest.com/docview/2000131891?accountid=14507,SciTech Premium Collection,2016,ProQuest
Finding out more about how species cope with coastal changes,NA,https://search.proquest.com/docview/1787304929?accountid=14507,European Newsstream,2016,ProQuest
"Great British Bee Count: A nation of bee lovers, but survey shows most people can't recognise a honey bee",NA,https://search.proquest.com/docview/1789702482?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2016,ProQuest
"Phylogenetic Analysis, Lineage-Specific Expansion and Functional Divergence of seed dormancy 4-Like Genes in Plants","Saminathan Subburaj;Cao, Shuanghe;Xia, Xianchun;He, Zhonghu",https://search.proquest.com/docview/1796681644?accountid=14507,SciTech Premium Collection,2016,ProQuest
Spring spread more slowly across UK in 2016 -- Woodland Trust,"Vaughan, Adam",https://search.proquest.com/docview/1799752042?accountid=14507,European Newsstream,2016,ProQuest
Filling the observational void: Scientific value and quantitative validation of hydrometeorological data from a community-based monitoring programme,"Walker, David;Forsythe, Nathan;Parkin, Geoff;Gowing, John",https://search.proquest.com/docview/1825421156?accountid=14507,SciTech Premium Collection,2016,ProQuest
HOST OF EVENTS AROUND COUNTY FOR NATIONAL HERITAGE WEEK,NA,https://search.proquest.com/docview/1811506691?accountid=14507,European Newsstream,2016,ProQuest
Open Online Research: Developing Software and Method for Collaborative Interpretation,"Bröer, Christian;Moerman, Gerben;Johan Casper Wester;Liza Rubinstein Malamud;Schmidt, Lianne;Stoopendaal, Annemiek;Kruiderink, Nynke;Hansen, Christina;Sjølie, Hege",https://search.proquest.com/docview/1826447157?accountid=14507,Social Science Premium Collection,2016,ProQuest
Tech start-ups take on NBN,"Smith, Michael",https://search.proquest.com/docview/1819118120?accountid=14507,Entrepreneurship Database,2016,ProQuest
Citizen Bio-Optical Observations from Coast- and Ocean and Their Compatibility with Ocean Colour Satellite Measurements,"Busch, Julia A;Bardaji, Raul;Ceccaroni, Luigi;Friedrichs, Anna;Piera, Jaume;Simon, Carine;Thijsse, Peter;Wernand, Marcel;Woerd, Hendrik J Vander;Zielinski, Oliver",https://search.proquest.com/docview/1849315028?accountid=14507,SciTech Premium Collection,2016,ProQuest
A generalized abundance index for seasonal invertebrates.,"Dennis, Emily B;Morgan, Byron J T;Freeman, Stephen N;Brereton, Tom M;Roy, David B",https://search.proquest.com/docview/1826662423?accountid=14507,SciTech Premium Collection,2016,ProQuest
Mapping and studying an urban red fox (Vulpes vulpes) population using social media,"Soysal, Ahsennur;Hooper-Bui, Linda M;Laws, Edward A",https://search.proquest.com/docview/1950389091?accountid=14507,SciTech Premium Collection,2016,ProQuest
Improved Methods for Fire Risk Assessment in Low-Income and Informal Settlements,"Twigg, John;Christie, Nicola;Haworth, James;Osuteye, Emmanuel;Skarlatidou, Artemis",https://search.proquest.com/docview/1884989525?accountid=14507,SciTech Premium Collection,2017,ProQuest
Excitation of THz surface plasmons on perforated superconducting films,"Wu, J B;Zhang, X;Liu, H T;Zhang, C H;Jin, B B",https://search.proquest.com/docview/1951164351?accountid=14507,SciTech Premium Collection,2017,ProQuest
"Examining Teacher Framing, Student Reasoning, and Student Agency in School-Based Citizen Science","Harris, Emily Mae",https://search.proquest.com/docview/1970386480?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
Effects of Climatic Variability on a Statewide Butterfly Community,"Wepprich, Tyson Matthew",https://search.proquest.com/docview/1999074711?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
"Linking speciation and the niche: taxonomy, phylogeny and niche evolution in neotropical begonia","Moonlight, Peter Watson",https://search.proquest.com/docview/2001151833?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2017,ProQuest
Superconducting single photon detectors for quantum information processing,"Kirkwood, Robert A.",https://search.proquest.com/docview/2031434275?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2017,ProQuest
HEAVEN Horticultural,"Stephenson, Hannah",https://search.proquest.com/docview/1856105174?accountid=14507,European Newsstream,2017,ProQuest
Study finds spring bluebells struggle with climate change,Anonymous,https://search.proquest.com/docview/2010663140?accountid=14507,European Newsstream,2017,ProQuest
"Traditional Sustainable Harvesting Knowledge and Distribution of a Vulnerable Wild Medicinal Root (A. pyrethrum var. pyrethrum) in Ait M'hamed Valley, Morocco","Ouarghidi, Abderrahim;Powell, Bronwen;Martin, Gary J;Abbad, Abdelaziz",https://search.proquest.com/docview/1891335386?accountid=14507,SciTech Premium Collection,2017,ProQuest
Finding clean water habitats in urban landscapes: professional researcher vs citizen science approaches,"McGoff, Elaine;Dunn, Francesca;Luis Moliner Cachazo;Williams, Penny;Biggs, Jeremy;Nicolet, Pascale;Ewald, Naomi C",https://search.proquest.com/docview/2000385761?accountid=14507,SciTech Premium Collection,2017,ProQuest
DNA science can help you get at your roots,NA,https://search.proquest.com/docview/1875673942?accountid=14507,European Newsstream,2017,ProQuest
Multiple methods increase detection of large and medium-sized mammals: working with volunteers in south-eastern Oman,"Mazzolli, Marcelo;Haag, Taiana;Lippert, Beatriz G;Eizirik, Eduardo;Hammer, Matthias L A;Al Hikmani, Khalid",https://search.proquest.com/docview/1873635128?accountid=14507,SciTech Premium Collection,2017,ProQuest
"Estatus y distribución en el Perú del Tucán Andino de Pico Negro Andigena nigrirostris (Waterhouse, 1839)/Status and distribution in Peru of the Black-Billed Mountain-Toucan Andigena nigrirostris (Waterhouse, 1839)","Salazar, Sonia;Mena, José Luis;Lane, Daniel F;Witt, Christopher C",https://search.proquest.com/docview/1895288031?accountid=14507,SciTech Premium Collection,2017,ProQuest
"Turbo-taxonomy to assemble a megadiverse lichen genus: seventy new species of Cora (Basidiomycota: Agaricales: Hygrophoraceae), honouring David Leslie Hawksworth's seventieth birthday","Lücking, Robert;Forno, Manuela Dal;Moncada, Bibiana;Coca, Luis Fernando;Vargas-mendoza, Leidy Yasmín;Aptroot, André;Arias, Laura Juliana;Besal, Betty;Bungartz, Frank;Cabrera-amaya, Diego Mauricio;Cáceres, Marcela E; S;Chaves, José Luis;Eliasaro, Sionara;Gutiérrez, Martha Cecilia;Hernández Marin, Jesús E;de los Ángeles Herrera-Campos, María;Holgado-rojas, María E;Jonitz, Harald;Kukwa, Martin;Lucheta, Fabiane;Madriñán, Santiago;Marcelli, Marcelo Pinto;de Azevedo Martins, Suzana Maria;Mercado-díaz, Joel A;Molina, Jorge Alberto;Morales, Eduardo A;Nelson, Peter R;Nugra, Freddy;Ortega, Francisco;Paredes, Telma;Patiño, Ayda Lucía;Peláez-pulido, Rouchi Nadine;Pérez, Rosa Emilia; Pérez;Perlmutter, Gary B;Rivas-plata, Eimy;Robayo, Javier;Rodríguez, Camilo;Simijaca, Diego Fernando;Soto-medina, Edier;Spielmann, Adriano Afonso;Suárez-corredor, Alejandra;Torres, Jean-marc;Vargas, Carlos Alberto;Yánez-ayabaca, Alba;Weerakoon, Gothamie;Wilk, Karina;Pacheco, Marcela Celis;Diazgranados, Mauricio;Brokamp, Grischa;Borsch, Thomas;Gillevet, Patrick M;Sikaroodi, Masoumeh;Lawrey, James D",https://search.proquest.com/docview/1912090884?accountid=14507,SciTech Premium Collection,2017,ProQuest
Oneworld Piles Up the Wins,"Thomson, Liz",https://search.proquest.com/docview/1899639088?accountid=14507,"ABI/INFORM Global,Social Science Premium Collection",2017,ProQuest
Over EUR6m spent tackling gorse fires,NA,https://search.proquest.com/docview/1898654814?accountid=14507,European Newsstream,2017,ProQuest
Cork most environmentally engaged county on the island,NA,https://search.proquest.com/docview/1905176240?accountid=14507,European Newsstream,2017,ProQuest
Comparability of macroinvertebrate biomonitoring indices of river health derived from semi-quantitative and quantitative methodologies,"Everall, Nicholas C;Johnson, Matthew F;Wood, Paul;Farmer, Andrew;Wilby, Robert L;Measham, Nick",https://search.proquest.com/docview/2000446615?accountid=14507,SciTech Premium Collection,2017,ProQuest
Nutritional state reveals complex consequences of risk in a wild predator–prey community,"DeWitt, Philip D;Schuler, Matthew S;Visscher, Darcy R;Thiel, Richard P",https://search.proquest.com/docview/1983937098?accountid=14507,SciTech Premium Collection,2017,ProQuest
"Novel Sampling Method for Assessing Human-Pathogen Interactions in the Natural Environment Using Boot Socks and Citizen Scientists, with Application to Campylobacter Seasonality.","Jones, Natalia R;Millman, Caroline;van der Es, Mike;Hukelova, Miroslava;Forbes, Ken J;Glover, Catherine;Haldenby, Sam;Hunter, Paul R;Jackson, Kathryn;O'Brien, Sarah J;Rigby, Dan;Strachan, Norval J C;Williams, Nicola;Lake, Iain R;ENIGMA Consortium",https://search.proquest.com/docview/1899117220?accountid=14507,SciTech Premium Collection,2017,ProQuest
Modeling the inorganic bromine partitioning in the tropical tropopause layer over the eastern and western Pacific Ocean,"Navarro, Maria A;Saiz-Lopez, Alfonso;Cuevas, Carlos A;Fernandez, Rafael P;Atlas, Elliot;Rodriguez-Lloveras, Xavier;Kinnison, Douglas;Lamarque, Jean-Francois;Tilmes, Simone;Thornberry, Troy;Rollins, Andrew;Elkins, James W;Hintsa, Eric J;Moore, Fred L",https://search.proquest.com/docview/1931209059?accountid=14507,SciTech Premium Collection,2017,ProQuest
Profiles of engagement in online communities of citizen science participation,"Aristeidou, Maria;Scanlon, Eileen;Sharples, Mike",https://search.proquest.com/docview/1932090950?accountid=14507,SciTech Premium Collection,2017,ProQuest
Nest Box Use by the Dark-eyed Junco (Junco hyemalis),"Bailey, Robyn L;Sherwood, Melissa",https://search.proquest.com/docview/2051207778?accountid=14507,SciTech Premium Collection,2017,ProQuest
CHANGES IN SPRING ARRIVAL DATES OF RUFOUS HUMMINGBIRDS (SELASPHORUS RUFUS) IN WESTERN NORTH AMERICA IN THE PAST CENTURY,"Courter, Jason R",https://search.proquest.com/docview/2051211478?accountid=14507,SciTech Premium Collection,2017,ProQuest
Be a bat detective!,"Nugent, Jill",https://search.proquest.com/docview/1942177178?accountid=14507,"SciTech Premium Collection,Social Science Premium Collection",2017,ProQuest
Living systematic reviews: 2. Combining human and machine effort.,"Thomas, James;Noel-Storr, Anna;Marshall, Iain;Wallace, Byron;McDonald, Steven;Mavergames, Chris;Glasziou, Paul;Shemilt, Ian;Synnot, Anneliese;Turner, Tari;Elliott, Julian;Living Systematic Review Network",https://search.proquest.com/docview/1940048559?accountid=14507,SciTech Premium Collection,2017,ProQuest
Wildlife project based in County Durham breeds amateur Attenboroughs,"Havery, Gavin",https://search.proquest.com/docview/1975446561?accountid=14507,European Newsstream,2017,ProQuest
Keeping a count of grey partridges in 2018 will help with long term recovery,"Bowern, Philip",https://search.proquest.com/docview/1978928466?accountid=14507,European Newsstream,2017,ProQuest
Keeping a count of grey partridges in 2018,NA,https://search.proquest.com/docview/1979823366?accountid=14507,European Newsstream,2017,ProQuest
Field calibration of electrochemical NO 2 sensors in a citizen science context,"Mijling, Bas;Jiang, Qijun;de Jonge, Dave;Bocconi, Stefano",https://search.proquest.com/docview/2010294803?accountid=14507,SciTech Premium Collection,2018,ProQuest
The Dynamic Nature of Forage Preference and Microhistological Atlas,"Henderson, John J.",https://search.proquest.com/docview/2050594923?accountid=14507,ProQuest Dissertations & Theses A&I,2018,ProQuest
The sensitivity of breeding songbirds to changes in seasonal timing is linked to population change but cannot be directly attributed to the effects of trophic asynchrony on productivity.,"Franks, Samantha E;Pearce-Higgins, James W;Atkinson, Sian;Bell, James R;Botham, Marc S;Brereton, Tom M;Harrington, Richard;Leech, David I",https://search.proquest.com/docview/1966437159?accountid=14507,SciTech Premium Collection,2018,ProQuest
Place of endless possibility,"Bell, Nicola",https://search.proquest.com/docview/2010872678?accountid=14507,SciTech Premium Collection,2018,ProQuest
» Bird Watch,NA,https://search.proquest.com/docview/2012828213?accountid=14507,European Newsstream,2018,ProQuest
"Rowman &amp; Littlefield Publishers, Inc.",NA,https://search.proquest.com/docview/1860786677?accountid=14507,Entrepreneurship Database,2018,ProQuest
How training citizen scientists affects the accuracy and precision of phenological data,"Feldman, Richard E;Žemaitė, Irma;Miller-Rushing, Abraham J",https://search.proquest.com/docview/2035179100?accountid=14507,"Military Database,SciTech Premium Collection",2018,ProQuest
Anatomical organization of the cerebrum of the desert locust &lt;i&gt;Schistocerca gregaria&lt;/i&gt;,"Joss von Hadeln;Althaus, Vanessa;Häger, Linda;Homberg, Uwe",https://search.proquest.com/docview/2036586900?accountid=14507,SciTech Premium Collection,2018,ProQuest
British conker trees?under threat as wasps fail to kill-off invader,NA,https://search.proquest.com/docview/1491083167?accountid=14507,European Newsstream,2014,ProQuest
You can all help with our hedgehog survey,NA,https://search.proquest.com/docview/1499873306?accountid=14507,European Newsstream,2014,ProQuest
"The TD-LTE Ecosystem: 2014 - 2020 - Infrastructure, Devices, Subscriptions &amp; Operator Revenue",NA,https://search.proquest.com/docview/1518733221?accountid=14507,SciTech Premium Collection,2014,ProQuest
Design of a data-driven environmental decision support system and testing of stakeholder data-collection,"Papathanasiou, Jason;Kenward, Robert",https://search.proquest.com/docview/2000162402?accountid=14507,SciTech Premium Collection,2014,ProQuest
Proactive Investors: RedFlow Ltd raises $2.2M; NBN director takes major stake,NA,https://search.proquest.com/docview/1640846442?accountid=14507,"Accounting, Tax & Banking Collection,Entrepreneurship Database",2014,ProQuest
Survey aims to find endangered beetles,"Hamilton, Jessica",https://search.proquest.com/docview/1527237994?accountid=14507,European Newsstream,2014,ProQuest
Survey to help gather,"Bygrave, Melanie",https://search.proquest.com/docview/1530268200?accountid=14507,European Newsstream,2014,ProQuest
"Discovering Functional Modules across Diverse Maize Transcriptomes Using COB, the Co-Expression Browser","Schaefer, Robert J;Briskine, Roman;Springer, Nathan M;Myers, Chad L",https://search.proquest.com/docview/1535246019?accountid=14507,SciTech Premium Collection,2014,ProQuest
Understanding sampling and taxonomic biases recorded by citizen scientists,"Ward, Darren F",https://search.proquest.com/docview/1551595065?accountid=14507,SciTech Premium Collection,2014,ProQuest
The silence of the birds.,"Cocker, Mark",https://search.proquest.com/docview/1641833859?accountid=14507,Humanities Index,2014,ProQuest
Questioning the Rule-Making Imperative in Therapeutic Stabilizations of Non-Monogamous (Open) Relationships,"Finn, Mark David",https://search.proquest.com/docview/1604029732?accountid=14507,Social Science Premium Collection,2014,ProQuest
"Collective Review: Catalyzing Sustainable Social Change through Public Communication, Radio for Development, and Participatory Monitoring and Evaluation",Levi Zeleza Manda,https://search.proquest.com/docview/1604040849?accountid=14507,Social Science Premium Collection,2014,ProQuest
Estimating the cost of different strategies for measuring farmland biodiversity: Evidence from a Europe-wide field evaluation,"Targetti, S;Herzog, F;Geijzendorffer, I R;Wolfrum, S;M. Arndorfer;zs, K BalÃ;Choisis, J P;Dennis, P;Eiter, S;Fjellstad, W;Friedel, J K;Jeanneret, P;R.H.G. Jongman;Kainz, M;Luescher, G;Moreno, G;Zanetti, T;Sarthou, J P;Stoyanova, S;Wiley, D;Paoletti, M G;Viaggi, D",https://search.proquest.com/docview/2000223152?accountid=14507,SciTech Premium Collection,2014,ProQuest
Optus calls for Telstra break-up over new NBN plan,"Bushell-Embling, Dylan",https://search.proquest.com/docview/1676007164?accountid=14507,SciTech Premium Collection,2014,ProQuest
Citizen scientist team to record our coastal species,"Reynolds, Mikey",https://search.proquest.com/docview/1619402736?accountid=14507,European Newsstream,2014,ProQuest
Lidar remote sensing of savanna biophysical attributes,"Gwenzi, David",https://search.proquest.com/docview/1717084950?accountid=14507,ProQuest Dissertations & Theses A&I,2015,ProQuest
Identification of coastal wetlands of international importance for waterbirds: a review of China Coastal Waterbird Surveys 2005-2013,"Bai, Qingquan;Chen, Jianzhong;Chen, Zhihong;Dong, Guotai;Dong, Jiangtian;Dong, Wenxiao;Kan Fu, Vivian Wing;Han, Yongxiang;Lu, Gang;Li, Jing;Liu, Yang;Lin, Zhi;Meng, Derong;Martinez, Jonathan;Ni, Guanghui;Shan, Kai",https://search.proquest.com/docview/1772426500?accountid=14507,SciTech Premium Collection,2015,ProQuest
Development and application of cavity ringdown spectroscopy for the monitoring of δ&lt;sup&gt;13&lt;/sup&gt;CO&lt;sub&gt;2&lt;/sub&gt; at carbon capture utilization and storage sites,"Galfond, Benjamin Tyler",https://search.proquest.com/docview/1836763853?accountid=14507,ProQuest Dissertations & Theses A&I,2015,ProQuest
Take a journey into the skies above on board HMS Warrior,NA,https://search.proquest.com/docview/1665109712?accountid=14507,European Newsstream,2015,ProQuest
Dolphin joins divers on research trip,NA,https://search.proquest.com/docview/1675314713?accountid=14507,European Newsstream,2015,ProQuest
Review Essay: Guidance in the World of Computer-Assisted Qualitative Data Analysis Software (CAQDAS) Programs,"Humble, Aine",https://search.proquest.com/docview/1670128690?accountid=14507,Social Science Premium Collection,2015,ProQuest
TV wildlife presenters urge public to join the Great British Bee Count 2015,NA,https://search.proquest.com/docview/1677306781?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2015,ProQuest
Rocket Science: turning UK children into space biologists,NA,https://search.proquest.com/docview/1681235850?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2015,ProQuest
Breeding season habitat associations and population declines of British Hawfinches Coccothraustes coccothraustes,"Kirby, Will B;Bellamy, Paul E;Stanbury, Andrew J;Bladon, Andrew J;Grice, Phil V;Gillings, Simon",https://search.proquest.com/docview/2000031930?accountid=14507,SciTech Premium Collection,2015,ProQuest
Participatory patterns in an international air quality monitoring initiative,"Sîrbu, Alina;Becker, Martin;Caminiti, Saverio;De Baets, Bernard;Elen, Bart;Francis, Louise;Gravino, Pietro;Hotho, Andreas;Ingarra, Stefano;Loreto, Vittorio;Molino, Andrea;Mueller, Juergen;Peters, Jan;Ricchiuti, Ferdinando;Saracino, Fabio;Servedio, Vito D. P.;Stumme, Gerd;Theunis, Jan;Tria, Francesca;Van den Bossche, Joris",https://search.proquest.com/docview/1719429906?accountid=14507,PsycINFO,2015,ProQuest
"Advancing the science and management of flats fisheries for bonefish, tarpon, and permit","Adams, Aaron J;Cooke, Steven J",https://search.proquest.com/docview/1721310349?accountid=14507,SciTech Premium Collection,2015,ProQuest
Effects of Climate Change on Habitat Availability and Configuration for an Endemic Coastal Alpine Bird,"Jackson, Michelle M;Gergel, Sarah E;Martin, Kathy",https://search.proquest.com/docview/1729339413?accountid=14507,SciTech Premium Collection,2015,ProQuest
Identification and annotation of conserved promoters and macrophage-expressed genes in the pig genome.,"Robert, Christelle;Kapetanovic, Ronan;Beraldi, Dario;Watson, Mick;Archibald, Alan L;Hume, David A",https://search.proquest.com/docview/1735905407?accountid=14507,SciTech Premium Collection,2015,ProQuest
Where the fruit falls: Utilizing a web and mobile community monitoring application to study geo-demographic and landscape level urban foraging trends across the United States,"Arrington, Austin B.",https://search.proquest.com/docview/1875046609?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
AN APPLICATION OF CLOSE-UP PHOTOGRAMMETRY IN VITICULTURE,"D'Urso, Maria Grazia;Marino, Costantino Luis",https://search.proquest.com/docview/1991250903?accountid=14507,SciTech Premium Collection,2016,ProQuest
Gramene 2016: comparative plant genomics and pathway resources.,"Tello-Ruiz, Marcela K;Stein, Joshua;Wei, Sharon;Preece, Justin;Olson, Andrew;Naithani, Sushma;Amarasinghe, Vindhya;Dharmawardhana, Palitha;Jiao, Yinping;Mulvaney, Joseph;Kumari, Sunita;Chougule, Kapeel;Elser, Justin;Wang, Bo;Thomason, James;Bolser, Daniel M;Kerhornou, Arnaud;Walts, Brandon;Fonseca, Nuno A;Huerta, Laura;Keays, Maria;Tang, Y Amy;Parkinson, Helen;Fabregat, Antonio;McKay, Sheldon;Weiser, Joel;D'Eustachio, Peter;Stein, Lincoln;Petryszak, Robert;Kersey, Paul J;Jaiswal, Pankaj;Ware, Doreen",https://search.proquest.com/docview/1760867299?accountid=14507,SciTech Premium Collection,2016,ProQuest
"New year, new start at Saltholme",NA,https://search.proquest.com/docview/1756826882?accountid=14507,European Newsstream,2016,ProQuest
A BPMN solution for chaining OGC services to quality assure location-based crowdsourced data,"Meek, Sam;Jackson, Mike;Leibovici, Didier G",https://search.proquest.com/docview/2000451587?accountid=14507,SciTech Premium Collection,2016,ProQuest
Record your starling sights,NA,https://search.proquest.com/docview/1761802333?accountid=14507,European Newsstream,2016,ProQuest
Early spring threatens wildlife,"Ingham, John",https://search.proquest.com/docview/1774490634?accountid=14507,European Newsstream,2016,ProQuest
The wealth of wonder beneath our waves is under-protected,NA,https://search.proquest.com/docview/1776780952?accountid=14507,European Newsstream,2016,ProQuest
Butterfly assemblages in residential gardens are driven by species' habitat preference and mobility,"Olivier, Théophile;Schmucki, Reto;Fontaine, Benoit;Villemey, Anne;Archaux, Frédéric",https://search.proquest.com/docview/1773180554?accountid=14507,SciTech Premium Collection,2016,ProQuest
